run_name,learning_rate,epoch,sample_count,zero_shot_mean,sft_mean,delta,ties,sft_std,sft_min,sft_max
ep5_lr1e-6_ref031_seed42,1e-6,0,20,0.7278400511077415,0.6981728366124218,-0.029667214495319727,0,0.05414452134342745,0.5817295443056404,0.7968969161290594
ep5_lr1e-6_ref031_seed42,1e-6,1,20,0.7278400511077415,0.7063228993929556,-0.021517151714785965,0,0.04012258881218704,0.6077213713679472,0.783575272946711
ep5_lr1e-6_ref031_seed42,1e-6,2,20,0.7278400511077415,0.6967857329801493,-0.031054318127592184,0,0.04338618807846154,0.5569289137024442,0.752490314099565
ep5_lr1e-6_ref031_seed42,1e-6,3,20,0.7278400511077415,0.6994194610676459,-0.028420590040095672,0,0.0490338069745114,0.5840984210029662,0.7566039542536086
ep5_lr1e-6_ref031_seed42,1e-6,4,20,0.7278400511077415,0.6977193087649163,-0.030120742342825246,0,0.03878724357929682,0.6171216943149354,0.7436312361408547
ep5_lr2e-6_ref031_seed42,2e-6,0,20,0.7278400511077415,0.7012870139102405,-0.026553037197501017,0,0.04102798563353857,0.6029137162261494,0.7738703675353241
ep5_lr2e-6_ref031_seed42,2e-6,1,20,0.7278400511077415,0.6916566464351872,-0.03618340467255432,0,0.05255448593798634,0.5429887603797783,0.763752088193795
ep5_lr2e-6_ref031_seed42,2e-6,2,20,0.7278400511077415,0.7014083749752196,-0.026431676132521953,0,0.030880923159641912,0.6496506466783809,0.7561793574009795
ep5_lr2e-6_ref031_seed42,2e-6,3,20,0.7278400511077415,0.699355406838544,-0.0284846442691975,0,0.041713227810437875,0.5734756675566782,0.7519044781987709
ep5_lr2e-6_ref031_seed42,2e-6,4,20,0.7278400511077415,0.6972028573121849,-0.030637193795556628,0,0.04419913778623033,0.5729552131703417,0.7524942134186716
ep5_lr5e-6_ref031_seed42,5e-6,0,20,0.7278400511077415,0.7004542811411149,-0.027385769966626672,0,0.02544255261065544,0.6516007109875831,0.7475020737114723
ep5_lr5e-6_ref031_seed42,5e-6,1,20,0.7278400511077415,0.6919827276217648,-0.0358573234859767,0,0.04753583254257759,0.5923743264165809,0.7708163029069505
ep5_lr5e-6_ref031_seed42,5e-6,2,20,0.7278400511077415,0.700038129636904,-0.027801921470837487,0,0.046174375520686706,0.6030964315338009,0.778381688654075
ep5_lr5e-6_ref031_seed42,5e-6,3,20,0.7278400511077415,0.6933608438860397,-0.034479207221701835,0,0.04835144890800815,0.5886811990788057,0.7750025402166282
ep5_lr5e-6_ref031_seed42,5e-6,4,20,0.7278400511077415,0.6967974079749076,-0.03104264313283389,0,0.026977219701347994,0.6366855655390377,0.7479192358515997
