system,sample_count,sim_mean,sim_std,sim_min,sim_max
zero_shot,17,0.7292305984826363,0.06842298938151592,0.47377519051946965,0.7923444815054443
sft,17,0.6960494815521046,0.053417262486855396,0.5773996860614393,0.78595026031981
