system,sample_count,sim_mean,sim_std,sim_min,sim_max
zero_shot,17,0.7292305984826363,0.06842298938151592,0.47377519051946965,0.7923444815054443
sft,17,0.656608260152133,0.04431843435114481,0.561231550019944,0.7168902725200995
