run_name,learning_rate,epoch,sample_id,zero_shot_mean,sft_mean,delta
ep5_lr1e-6_ref031_seed42,1e-6,0,test_040,0.7587036782042115,0.674305453806372,-0.0843982243978395
ep5_lr1e-6_ref031_seed42,1e-6,0,test_050,0.735596533715357,0.619837958073699,-0.11575857564165803
ep5_lr1e-6_ref031_seed42,1e-6,0,test_060,0.748460786126348,0.7287310048462222,-0.019729781280125813
ep5_lr1e-6_ref031_seed42,1e-6,0,test_070,0.7020284233394412,0.6551994748182288,-0.04682894852121233
ep5_lr1e-6_ref031_seed42,1e-6,0,test_080,0.710240203762068,0.719532602480356,0.00929239871828802
ep5_lr1e-6_ref031_seed42,1e-6,0,test_090,0.7424219908168611,0.678847403169724,-0.06357458764713708
ep5_lr1e-6_ref031_seed42,1e-6,0,test_100,0.7673682494624399,0.6718752335354915,-0.09549301592694837
ep5_lr1e-6_ref031_seed42,1e-6,0,test_110,0.7297981883389598,0.7142485951392922,-0.015549593199667644
ep5_lr1e-6_ref031_seed42,1e-6,0,test_120,0.7465359615274761,0.6970196569367215,-0.04951630459075462
ep5_lr1e-6_ref031_seed42,1e-6,0,test_130,0.7635894531843347,0.7295279047638629,-0.03406154842047182
ep5_lr1e-6_ref031_seed42,1e-6,0,test_140,0.7585700317792884,0.6133614066798877,-0.1452086250994007
ep5_lr1e-6_ref031_seed42,1e-6,0,test_150,0.47377519051946965,0.6390641269319832,0.16528893641251358
ep5_lr1e-6_ref031_seed42,1e-6,0,test_160,0.7576642344657479,0.7595340009997836,0.0018697665340356995
ep5_lr1e-6_ref031_seed42,1e-6,0,test_170,0.7923444815054443,0.7369935743414291,-0.05535090716401525
ep5_lr1e-6_ref031_seed42,1e-6,0,test_180,0.7771426005036552,0.7968969161290594,0.019754315625404195
ep5_lr1e-6_ref031_seed42,1e-6,0,test_190,0.7331120498172411,0.7448055580462976,0.01169350822905646
ep5_lr1e-6_ref031_seed42,1e-6,0,test_200,0.6995681171364742,0.5817295443056404,-0.11783857283083377
ep5_lr1e-6_ref031_seed42,1e-6,1,test_040,0.7587036782042115,0.7084692293054395,-0.05023444889877193
ep5_lr1e-6_ref031_seed42,1e-6,1,test_050,0.735596533715357,0.7086000520107034,-0.02699648170465363
ep5_lr1e-6_ref031_seed42,1e-6,1,test_060,0.748460786126348,0.6541293267822548,-0.09433145934409326
ep5_lr1e-6_ref031_seed42,1e-6,1,test_070,0.7020284233394412,0.6271220427201065,-0.07490638061933463
ep5_lr1e-6_ref031_seed42,1e-6,1,test_080,0.710240203762068,0.7464348456462154,0.03619464188414745
ep5_lr1e-6_ref031_seed42,1e-6,1,test_090,0.7424219908168611,0.7183583566442792,-0.02406363417258195
ep5_lr1e-6_ref031_seed42,1e-6,1,test_100,0.7673682494624399,0.69971702219449,-0.06765122726794992
ep5_lr1e-6_ref031_seed42,1e-6,1,test_110,0.7297981883389598,0.7092535621446934,-0.020544626194266447
ep5_lr1e-6_ref031_seed42,1e-6,1,test_120,0.7465359615274761,0.7272324773498489,-0.019303484177627284
ep5_lr1e-6_ref031_seed42,1e-6,1,test_130,0.7635894531843347,0.7227679159951834,-0.04082153718915127
ep5_lr1e-6_ref031_seed42,1e-6,1,test_140,0.7585700317792884,0.7107190322910647,-0.04785099948822369
ep5_lr1e-6_ref031_seed42,1e-6,1,test_150,0.47377519051946965,0.6077213713679472,0.1339461808484776
ep5_lr1e-6_ref031_seed42,1e-6,1,test_160,0.7576642344657479,0.7254243468397977,-0.0322398876259502
ep5_lr1e-6_ref031_seed42,1e-6,1,test_170,0.7923444815054443,0.690037543856203,-0.10230693764924137
ep5_lr1e-6_ref031_seed42,1e-6,1,test_180,0.7771426005036552,0.7350756212282085,-0.04206697927544678
ep5_lr1e-6_ref031_seed42,1e-6,1,test_190,0.7331120498172411,0.783575272946711,0.050463223129469936
ep5_lr1e-6_ref031_seed42,1e-6,1,test_200,0.6995681171364742,0.6830722625733188,-0.016495854563155388
ep5_lr1e-6_ref031_seed42,1e-6,2,test_040,0.7587036782042115,0.7175608666681379,-0.041142811536073576
ep5_lr1e-6_ref031_seed42,1e-6,2,test_050,0.735596533715357,0.5569289137024442,-0.1786676200129128
ep5_lr1e-6_ref031_seed42,1e-6,2,test_060,0.748460786126348,0.6917669341269264,-0.056693851999421674
ep5_lr1e-6_ref031_seed42,1e-6,2,test_070,0.7020284233394412,0.6898871292087035,-0.012141294130737612
ep5_lr1e-6_ref031_seed42,1e-6,2,test_080,0.710240203762068,0.7158657263805118,0.005625522618443846
ep5_lr1e-6_ref031_seed42,1e-6,2,test_090,0.7424219908168611,0.692795623807816,-0.0496263670090451
ep5_lr1e-6_ref031_seed42,1e-6,2,test_100,0.7673682494624399,0.730766078556191,-0.03660217090624884
ep5_lr1e-6_ref031_seed42,1e-6,2,test_110,0.7297981883389598,0.7422193602184617,0.012421171879501869
ep5_lr1e-6_ref031_seed42,1e-6,2,test_120,0.7465359615274761,0.7071324150552218,-0.0394035464722543
ep5_lr1e-6_ref031_seed42,1e-6,2,test_130,0.7635894531843347,0.7003621272802215,-0.06322732590411317
ep5_lr1e-6_ref031_seed42,1e-6,2,test_140,0.7585700317792884,0.6634355948329684,-0.09513443694631996
ep5_lr1e-6_ref031_seed42,1e-6,2,test_150,0.47377519051946965,0.6593436404775297,0.18556844995806004
ep5_lr1e-6_ref031_seed42,1e-6,2,test_160,0.7576642344657479,0.7217555183097297,-0.035908716156018206
ep5_lr1e-6_ref031_seed42,1e-6,2,test_170,0.7923444815054443,0.752490314099565,-0.039854167405879326
ep5_lr1e-6_ref031_seed42,1e-6,2,test_180,0.7771426005036552,0.7507784098438443,-0.026364190659810993
ep5_lr1e-6_ref031_seed42,1e-6,2,test_190,0.7331120498172411,0.7344517731542469,0.001339723337005827
ep5_lr1e-6_ref031_seed42,1e-6,2,test_200,0.6995681171364742,0.6931199625984618,-0.006448154538012396
ep5_lr1e-6_ref031_seed42,1e-6,3,test_040,0.7587036782042115,0.748802998810734,-0.009900679393477496
ep5_lr1e-6_ref031_seed42,1e-6,3,test_050,0.735596533715357,0.5840984210029662,-0.1514981127123909
ep5_lr1e-6_ref031_seed42,1e-6,3,test_060,0.748460786126348,0.6638259527200826,-0.08463483340626543
ep5_lr1e-6_ref031_seed42,1e-6,3,test_070,0.7020284233394412,0.5904299171350894,-0.11159850620435174
ep5_lr1e-6_ref031_seed42,1e-6,3,test_080,0.710240203762068,0.7052692481468726,-0.004970955615195338
ep5_lr1e-6_ref031_seed42,1e-6,3,test_090,0.7424219908168611,0.6660876074053231,-0.07633438341153798
ep5_lr1e-6_ref031_seed42,1e-6,3,test_100,0.7673682494624399,0.7108635963694904,-0.0565046530929495
ep5_lr1e-6_ref031_seed42,1e-6,3,test_110,0.7297981883389598,0.6735312047180727,-0.05626698362088711
ep5_lr1e-6_ref031_seed42,1e-6,3,test_120,0.7465359615274761,0.7351042020291505,-0.011431759498325644
ep5_lr1e-6_ref031_seed42,1e-6,3,test_130,0.7635894531843347,0.7208811604196477,-0.04270829276468702
ep5_lr1e-6_ref031_seed42,1e-6,3,test_140,0.7585700317792884,0.7199518854259624,-0.038618146353325944
ep5_lr1e-6_ref031_seed42,1e-6,3,test_150,0.47377519051946965,0.6462649274555137,0.17248973693604402
ep5_lr1e-6_ref031_seed42,1e-6,3,test_160,0.7576642344657479,0.7495582759850281,-0.008105958480719822
ep5_lr1e-6_ref031_seed42,1e-6,3,test_170,0.7923444815054443,0.7427170839201341,-0.04962739758531021
ep5_lr1e-6_ref031_seed42,1e-6,3,test_180,0.7771426005036552,0.7128843995140816,-0.06425820098957369
ep5_lr1e-6_ref031_seed42,1e-6,3,test_190,0.7331120498172411,0.748930415536062,0.015818365718820893
ep5_lr1e-6_ref031_seed42,1e-6,3,test_200,0.6995681171364742,0.6746724536903231,-0.024895663446151017
ep5_lr1e-6_ref031_seed42,1e-6,4,test_040,0.7587036782042115,0.7234853176041458,-0.03521836060006567
ep5_lr1e-6_ref031_seed42,1e-6,4,test_050,0.735596533715357,0.6386314902686002,-0.09696504344675683
ep5_lr1e-6_ref031_seed42,1e-6,4,test_060,0.748460786126348,0.6171216943149354,-0.13133909181141268
ep5_lr1e-6_ref031_seed42,1e-6,4,test_070,0.7020284233394412,0.6241325080504548,-0.07789591528898632
ep5_lr1e-6_ref031_seed42,1e-6,4,test_080,0.710240203762068,0.7401152608787721,0.02987505711670413
ep5_lr1e-6_ref031_seed42,1e-6,4,test_090,0.7424219908168611,0.7247793930708338,-0.017642597746027278
ep5_lr1e-6_ref031_seed42,1e-6,4,test_100,0.7673682494624399,0.7436312361408547,-0.023737013321585176
ep5_lr1e-6_ref031_seed42,1e-6,4,test_110,0.7297981883389598,0.7116940572720596,-0.01810413106690023
ep5_lr1e-6_ref031_seed42,1e-6,4,test_120,0.7465359615274761,0.7193114955217368,-0.027224466005739356
ep5_lr1e-6_ref031_seed42,1e-6,4,test_130,0.7635894531843347,0.7195956395204736,-0.043993813663861125
ep5_lr1e-6_ref031_seed42,1e-6,4,test_140,0.7585700317792884,0.7209395848017514,-0.037630446977537035
ep5_lr1e-6_ref031_seed42,1e-6,4,test_150,0.47377519051946965,0.6554519503659217,0.1816767598464521
ep5_lr1e-6_ref031_seed42,1e-6,4,test_160,0.7576642344657479,0.6884155156002492,-0.06924871886549877
ep5_lr1e-6_ref031_seed42,1e-6,4,test_170,0.7923444815054443,0.7348722865581858,-0.057472194947258526
ep5_lr1e-6_ref031_seed42,1e-6,4,test_180,0.7771426005036552,0.707196533583788,-0.06994606691986727
ep5_lr1e-6_ref031_seed42,1e-6,4,test_190,0.7331120498172411,0.6786844382681911,-0.05442761154904996
ep5_lr1e-6_ref031_seed42,1e-6,4,test_200,0.6995681171364742,0.6521004490770896,-0.047467668059384516
ep5_lr2e-6_ref031_seed42,2e-6,0,test_040,0.7587036782042115,0.7469110980833804,-0.011792580120831064
ep5_lr2e-6_ref031_seed42,2e-6,0,test_050,0.735596533715357,0.6029137162261494,-0.13268281748920763
ep5_lr2e-6_ref031_seed42,2e-6,0,test_060,0.748460786126348,0.684341922702373,-0.06411886342397499
ep5_lr2e-6_ref031_seed42,2e-6,0,test_070,0.7020284233394412,0.6386900662151483,-0.06333835712429281
ep5_lr2e-6_ref031_seed42,2e-6,0,test_080,0.710240203762068,0.7175071619946226,0.007266958232554632
ep5_lr2e-6_ref031_seed42,2e-6,0,test_090,0.7424219908168611,0.7738703675353241,0.03144837671846301
ep5_lr2e-6_ref031_seed42,2e-6,0,test_100,0.7673682494624399,0.6925281767731516,-0.07484007268928827
ep5_lr2e-6_ref031_seed42,2e-6,0,test_110,0.7297981883389598,0.7367734051003473,0.006975216761387459
ep5_lr2e-6_ref031_seed42,2e-6,0,test_120,0.7465359615274761,0.6956665476524071,-0.05086941387506905
ep5_lr2e-6_ref031_seed42,2e-6,0,test_130,0.7635894531843347,0.707466010828753,-0.05612344235558164
ep5_lr2e-6_ref031_seed42,2e-6,0,test_140,0.7585700317792884,0.667229607890896,-0.09134042388839236
ep5_lr2e-6_ref031_seed42,2e-6,0,test_150,0.47377519051946965,0.6380735587942578,0.1642983682747881
ep5_lr2e-6_ref031_seed42,2e-6,0,test_160,0.7576642344657479,0.7292161089493963,-0.028448125516351674
ep5_lr2e-6_ref031_seed42,2e-6,0,test_170,0.7923444815054443,0.7178871894911079,-0.07445729201433648
ep5_lr2e-6_ref031_seed42,2e-6,0,test_180,0.7771426005036552,0.7407043255104869,-0.03643827499316832
ep5_lr2e-6_ref031_seed42,2e-6,0,test_190,0.7331120498172411,0.7488802354222858,0.01576818560504467
ep5_lr2e-6_ref031_seed42,2e-6,0,test_200,0.6995681171364742,0.6833002384617929,-0.01626787867468127
ep5_lr2e-6_ref031_seed42,2e-6,1,test_040,0.7587036782042115,0.7259282718245798,-0.03277540637963172
ep5_lr2e-6_ref031_seed42,2e-6,1,test_050,0.735596533715357,0.5429887603797783,-0.19260777333557877
ep5_lr2e-6_ref031_seed42,2e-6,1,test_060,0.748460786126348,0.6490610268901637,-0.09939975923618438
ep5_lr2e-6_ref031_seed42,2e-6,1,test_070,0.7020284233394412,0.615161403614252,-0.08686701972518918
ep5_lr2e-6_ref031_seed42,2e-6,1,test_080,0.710240203762068,0.74303134666782,0.032791142905752024
ep5_lr2e-6_ref031_seed42,2e-6,1,test_090,0.7424219908168611,0.763752088193795,0.02133009737693392
ep5_lr2e-6_ref031_seed42,2e-6,1,test_100,0.7673682494624399,0.7264387437646272,-0.04092950569781262
ep5_lr2e-6_ref031_seed42,2e-6,1,test_110,0.7297981883389598,0.6485479081108237,-0.08125028022813607
ep5_lr2e-6_ref031_seed42,2e-6,1,test_120,0.7465359615274761,0.7328729911129145,-0.01366297041456166
ep5_lr2e-6_ref031_seed42,2e-6,1,test_130,0.7635894531843347,0.6605871933755713,-0.10300225980876343
ep5_lr2e-6_ref031_seed42,2e-6,1,test_140,0.7585700317792884,0.7163754059315407,-0.04219462584774769
ep5_lr2e-6_ref031_seed42,2e-6,1,test_150,0.47377519051946965,0.6408648017282371,0.16708961120876747
ep5_lr2e-6_ref031_seed42,2e-6,1,test_160,0.7576642344657479,0.7347796175559064,-0.02288461690984156
ep5_lr2e-6_ref031_seed42,2e-6,1,test_170,0.7923444815054443,0.7350449388065344,-0.05729954269890991
ep5_lr2e-6_ref031_seed42,2e-6,1,test_180,0.7771426005036552,0.7293417936511539,-0.04780080685250132
ep5_lr2e-6_ref031_seed42,2e-6,1,test_190,0.7331120498172411,0.6785462810977198,-0.054565768719521346
ep5_lr2e-6_ref031_seed42,2e-6,1,test_200,0.6995681171364742,0.6592246379423887,-0.04034347919408543
ep5_lr2e-6_ref031_seed42,2e-6,2,test_040,0.7587036782042115,0.721296487879166,-0.03740719032504547
ep5_lr2e-6_ref031_seed42,2e-6,2,test_050,0.735596533715357,0.7134669469253266,-0.02212958679003041
ep5_lr2e-6_ref031_seed42,2e-6,2,test_060,0.748460786126348,0.649671063664768,-0.09878972246158002
ep5_lr2e-6_ref031_seed42,2e-6,2,test_070,0.7020284233394412,0.6621660991980755,-0.0398623241413657
ep5_lr2e-6_ref031_seed42,2e-6,2,test_080,0.710240203762068,0.6901467597025949,-0.02009344405947311
ep5_lr2e-6_ref031_seed42,2e-6,2,test_090,0.7424219908168611,0.7561793574009795,0.013757366584118413
ep5_lr2e-6_ref031_seed42,2e-6,2,test_100,0.7673682494624399,0.695021722593276,-0.07234652686916387
ep5_lr2e-6_ref031_seed42,2e-6,2,test_110,0.7297981883389598,0.6496506466783809,-0.08014754166057891
ep5_lr2e-6_ref031_seed42,2e-6,2,test_120,0.7465359615274761,0.7339855451198054,-0.01255041640767074
ep5_lr2e-6_ref031_seed42,2e-6,2,test_130,0.7635894531843347,0.7348135536930483,-0.02877589949128634
ep5_lr2e-6_ref031_seed42,2e-6,2,test_140,0.7585700317792884,0.6860222089182307,-0.07254782286105765
ep5_lr2e-6_ref031_seed42,2e-6,2,test_150,0.47377519051946965,0.6879765935183614,0.21420140299889173
ep5_lr2e-6_ref031_seed42,2e-6,2,test_160,0.7576642344657479,0.7175918924086395,-0.04007234205710841
ep5_lr2e-6_ref031_seed42,2e-6,2,test_170,0.7923444815054443,0.7339116660094328,-0.058432815496011536
ep5_lr2e-6_ref031_seed42,2e-6,2,test_180,0.7771426005036552,0.7294939424375267,-0.0476486580661285
ep5_lr2e-6_ref031_seed42,2e-6,2,test_190,0.7331120498172411,0.6920646281572579,-0.04104742165998321
ep5_lr2e-6_ref031_seed42,2e-6,2,test_200,0.6995681171364742,0.6937892024091034,-0.005778914727370799
ep5_lr2e-6_ref031_seed42,2e-6,3,test_040,0.7587036782042115,0.7519044781987709,-0.006799200005440542
ep5_lr2e-6_ref031_seed42,2e-6,3,test_050,0.735596533715357,0.5734756675566782,-0.16212086615867882
ep5_lr2e-6_ref031_seed42,2e-6,3,test_060,0.748460786126348,0.6989032067227928,-0.04955757940355521
ep5_lr2e-6_ref031_seed42,2e-6,3,test_070,0.7020284233394412,0.6129856149740565,-0.0890428083653847
ep5_lr2e-6_ref031_seed42,2e-6,3,test_080,0.710240203762068,0.6938985545611943,-0.016341649200873665
ep5_lr2e-6_ref031_seed42,2e-6,3,test_090,0.7424219908168611,0.7496054882858679,0.0071834974690068165
ep5_lr2e-6_ref031_seed42,2e-6,3,test_100,0.7673682494624399,0.6975693604981806,-0.06979888896425923
ep5_lr2e-6_ref031_seed42,2e-6,3,test_110,0.7297981883389598,0.7296366910277339,-0.00016149731122594435
ep5_lr2e-6_ref031_seed42,2e-6,3,test_120,0.7465359615274761,0.6833373922072173,-0.0631985693202588
ep5_lr2e-6_ref031_seed42,2e-6,3,test_130,0.7635894531843347,0.7055865540646685,-0.05800289911966616
ep5_lr2e-6_ref031_seed42,2e-6,3,test_140,0.7585700317792884,0.7200177332156238,-0.0385522985636646
ep5_lr2e-6_ref031_seed42,2e-6,3,test_150,0.47377519051946965,0.6883383161585127,0.21456312563904306
ep5_lr2e-6_ref031_seed42,2e-6,3,test_160,0.7576642344657479,0.740023567468398,-0.017640666997349896
ep5_lr2e-6_ref031_seed42,2e-6,3,test_170,0.7923444815054443,0.7281546053285425,-0.06418987617690186
ep5_lr2e-6_ref031_seed42,2e-6,3,test_180,0.7771426005036552,0.7373733258504177,-0.03976927465323754
ep5_lr2e-6_ref031_seed42,2e-6,3,test_190,0.7331120498172411,0.698274434831863,-0.034837614985378074
ep5_lr2e-6_ref031_seed42,2e-6,3,test_200,0.6995681171364742,0.6915793973475898,-0.00798871978888438
ep5_lr2e-6_ref031_seed42,2e-6,4,test_040,0.7587036782042115,0.7059737926736963,-0.052729885530515164
ep5_lr2e-6_ref031_seed42,2e-6,4,test_050,0.735596533715357,0.5729552131703417,-0.16264132054501534
ep5_lr2e-6_ref031_seed42,2e-6,4,test_060,0.748460786126348,0.7185377196246082,-0.029923066501739815
ep5_lr2e-6_ref031_seed42,2e-6,4,test_070,0.7020284233394412,0.6253054215015653,-0.07672300183787584
ep5_lr2e-6_ref031_seed42,2e-6,4,test_080,0.710240203762068,0.7088943600889395,-0.0013458436731285106
ep5_lr2e-6_ref031_seed42,2e-6,4,test_090,0.7424219908168611,0.6631800272628494,-0.0792419635540117
ep5_lr2e-6_ref031_seed42,2e-6,4,test_100,0.7673682494624399,0.7274074939209116,-0.039960755541528226
ep5_lr2e-6_ref031_seed42,2e-6,4,test_110,0.7297981883389598,0.6840459157848985,-0.045752272554061335
ep5_lr2e-6_ref031_seed42,2e-6,4,test_120,0.7465359615274761,0.6668519026089186,-0.07968405891855757
ep5_lr2e-6_ref031_seed42,2e-6,4,test_130,0.7635894531843347,0.7348902591590613,-0.028699194025273433
ep5_lr2e-6_ref031_seed42,2e-6,4,test_140,0.7585700317792884,0.7071766101072866,-0.05139342167200178
ep5_lr2e-6_ref031_seed42,2e-6,4,test_150,0.47377519051946965,0.6844937582547171,0.2107185677352475
ep5_lr2e-6_ref031_seed42,2e-6,4,test_160,0.7576642344657479,0.7420054090409361,-0.015658825424811784
ep5_lr2e-6_ref031_seed42,2e-6,4,test_170,0.7923444815054443,0.7518477522916097,-0.040496729213834626
ep5_lr2e-6_ref031_seed42,2e-6,4,test_180,0.7771426005036552,0.7524942134186716,-0.024648387084983625
ep5_lr2e-6_ref031_seed42,2e-6,4,test_190,0.7331120498172411,0.7340723144619364,0.0009602646446953411
ep5_lr2e-6_ref031_seed42,2e-6,4,test_200,0.6995681171364742,0.718480832116152,0.018912714979677836
ep5_lr5e-6_ref031_seed42,5e-6,0,test_040,0.7587036782042115,0.7370602693431595,-0.021643408861051983
ep5_lr5e-6_ref031_seed42,5e-6,0,test_050,0.735596533715357,0.6747846519744761,-0.060811881740880924
